0.3122427, 0.5803398, 0.165, 0.6, 0.2, 0, 0.2877573, 0.01966023, 5.063756, 0.09316601
0.6313487, 0.4887734, 5.019864, 0.8419566, 0.219978, 27.41661, 0.2598887, 0.07989955, 3.813673, 2.64735
1.14996, 0.4999643, 5.00856, 0.6534097, 0.2015038, 0.5683942, 0.2129028, 0.08721622, 3.192848, 2.784138
1.281866, 0.5266439, 5.05681, 0.3194859, 0.145699, 2.032854, 0.1907906, 0.08410376, 2.772241, 2.53686
1.558836, 0.6169089, 5.072656, 0.2813311, 0.1335745, 0.6973716, 0.174457, 0.07554592, 2.483828, 2.352693
1.811498, 0.5682645, 5.301668, 0.0387149, 0.08231987, 2.167709, 0.1632878, 0.07036326, 2.267782, 2.148937
2.108895, 0.6026109, 5.32138, 0.0596934, 0.1158031, 0.5565434, 0.15239, 0.0651461, 2.100009, 1.992338
2.330662, 0.6419901, 5.242475, 0.1063681, 0.1503056, 1.979243, 0.1459702, 0.06223246, 1.964388, 1.87224
2.604535, 0.6692099, 5.256666, 0.1060213, 0.130359, 0.1505638, 0.1398617, 0.06199434, 1.852075, 1.772758
2.874687, 0.6615192, 5.284205, 0.06188149, -0.03774373, 0.2310548, 0.1342361, 0.06079854, 1.757219, 1.683585
3.110776, 0.6666112, 5.261217, 0.05302309, -0.06998515, 0.592496, 0.1307052, 0.05984792, 1.675548, 1.606156
3.400702, 0.5605927, 5.31994, -0.1125204, -0.5951211, 2.226441, 0.1262386, 0.0600382, 1.604458, 1.551587
3.705329, 0.4506221, 5.382928, -0.2461403, -0.9030571, 3.268432, 0.1213349, 0.07601633, 1.541541, 1.544096
3.984087, 0.5446286, 5.381673, -0.08061543, -0.2841474, 3.750526, 0.1169362, 0.07727291, 1.486236, 1.496433
4.260059, 0.5396847, 5.385777, -0.07617968, -0.2353615, 0.228811, 0.1131372, 0.07949071, 1.436657, 1.4539
4.521623, 0.5758092, 5.349747, -0.03460537, -0.1127842, 1.154584, 0.1097403, 0.07950309, 1.391663, 1.411268
4.715756, 0.6865001, 5.236512, 0.07368094, 0.1316344, 10.21169, 0.1068749, 0.07727537, 1.350158, 1.36957
4.970515, 0.6846405, 5.209132, 0.06099736, 0.09474136, 2.194543, 0.1043489, 0.07510682, 1.312133, 1.331025
5.274442, 0.6778703, 5.261248, 0.04419938, 0.05450083, 3.217528, 0.1015676, 0.07319994, 1.277294, 1.295629
5.53213, 0.684981, 5.268324, 0.04436073, 0.04936968, 1.480209, 0.09899689, 0.07157067, 1.245148, 1.263038
5.827898, 0.6972738, 5.303371, 0.04533198, 0.04718125, 1.97072, 0.09699714, 0.0701684, 1.215517, 1.232939
6.076514, 0.6211246, 5.276102, -0.01484756, -0.05605649, 4.335105, 0.0949875, 0.0736711, 1.187853, 1.209079
6.334995, 0.7360888, 5.2647, 0.06220007, 0.06967521, 3.140537, 0.09312714, 0.07237986, 1.161955, 1.182772
6.588113, 0.7698659, 5.246407, 0.07655193, 0.08627505, 0.7420304, 0.0913329, 0.07100668, 1.137637, 1.158005
6.840869, 0.7645936, 5.23912, 0.06542465, 0.0639415, 0.3459023, 0.08960358, 0.07038686, 1.114808, 1.135228
7.09155, 0.7489362, 5.211686, 0.04869406, 0.03612037, 4.351696, 0.08792573, 0.07157498, 1.093268, 1.114946
7.318617, 0.8329783, 5.181057, 0.09229919, 0.09291826, 2.802129, 0.0863145, 0.07070929, 1.07286, 1.094438
7.603847, 0.8453601, 5.214226, 0.0891567, 0.08219436, 3.590899, 0.08482119, 0.07041961, 1.053647, 1.075383
7.858043, 0.8194893, 5.208722, 0.06702137, 0.04856691, 0.8037252, 0.08339919, 0.07283206, 1.03548, 1.058835
8.113729, 0.8390293, 5.194549, 0.07000064, 0.0488505, 3.115973, 0.08205565, 0.07601645, 1.018216, 1.043578
8.356393, 0.8540586, 5.180531, 0.07138065, 0.04768388, 0.6099164, 0.08072702, 0.08037781, 1.001788, 1.029692
8.616399, 0.9438962, 5.193613, 0.1095278, 0.09177912, 5.874549, 0.07948245, 0.08173581, 0.9861605, 1.014839
8.856195, 1.00004, 5.17967, 0.1281546, 0.1088654, 0.7889895, 0.07826938, 0.08252533, 0.9712166, 1.000346
9.139154, 1.039047, 5.203156, 0.1348439, 0.1099605, 6.480647, 0.07727058, 0.0835818, 0.9570411, 0.986651
9.379314, 1.069472, 5.188827, 0.1387244, 0.1082729, 0.7954069, 0.07621678, 0.08538078, 0.9434744, 0.9738948
9.651655, 1.141341, 5.206292, 0.1597228, 0.1263215, 4.283899, 0.07543287, 0.08630028, 0.9305442, 0.9612557
9.919186, 1.264047, 5.221123, 0.2025952, 0.169166, 2.927758, 0.07498694, 0.08547798, 0.9181136, 0.9483119
10.17315, 1.354353, 5.216572, 0.2293263, 0.1924886, 4.699037, 0.07466333, 0.08438451, 0.906126, 0.9357581
10.40348, 1.433969, 5.200785, 0.2491978, 0.2050416, 1.264837, 0.07403115, 0.08329617, 0.8945473, 0.9236855
10.64589, 1.523413, 5.187076, 0.2739102, 0.2261014, 4.888532, 0.07335899, 0.08235269, 0.8833518, 0.9121337
10.87975, 1.555824, 5.170727, 0.2690554, 0.2077398, 1.731587, 0.07257926, 0.08135618, 0.8725951, 0.9009483
11.14142, 1.608714, 5.178238, 0.2705803, 0.1968054, 1.564642, 0.07202381, 0.0805002, 0.862298, 0.8902396
11.41662, 1.651308, 5.193199, 0.2656705, 0.1787225, 1.594488, 0.07209471, 0.08009156, 0.8525255, 0.880186
11.65513, 1.714551, 5.179899, 0.2744835, 0.1808227, 1.46856, 0.07207232, 0.07998743, 0.843097, 0.8706052
11.89033, 1.778594, 5.169131, 0.281743, 0.1791883, 0.6776529, 0.07192717, 0.08029562, 0.8340178, 0.8615393
12.1399, 1.866679, 5.175628, 0.2962539, 0.1843785, 0.9182731, 0.07199876, 0.0805121, 0.8253023, 0.8527503
12.38628, 1.896222, 5.166585, 0.2849628, 0.1604894, 0.9814906, 0.07225983, 0.08254754, 0.817067, 0.8451749
12.63736, 1.956103, 5.169515, 0.2854166, 0.1499377, 0.8002278, 0.07288674, 0.08574449, 0.8093019, 0.8384967
12.84268, 2.089495, 5.152486, 0.3238151, 0.187203, 3.804815, 0.07279707, 0.08728162, 0.801543, 0.8310425
13.09675, 2.188656, 5.168102, 0.3362515, 0.1868786, 3.26423, 0.07316308, 0.08873013, 0.7941893, 0.8238709
13.30268, 2.329559, 5.154635, 0.3738966, 0.2209116, 2.870376, 0.07299279, 0.08906683, 0.7868313, 0.8162691
13.49812, 2.483227, 5.131832, 0.420623, 0.2699664, 11.68966, 0.07240683, 0.08856268, 0.7794033, 0.8084367
13.74201, 2.59435, 5.140033, 0.4346751, 0.2701221, 0.4849734, 0.07200427, 0.08806194, 0.7722466, 0.8008355
13.96468, 2.712527, 5.134102, 0.4550185, 0.2807093, 0.4657328, 0.07158404, 0.08752671, 0.7652681, 0.7934211
14.18886, 2.860898, 5.139538, 0.4841397, 0.2979448, 0.4314807, 0.07118951, 0.0867731, 0.7584304, 0.7861755
14.43071, 2.963512, 5.148026, 0.4845245, 0.2753389, 1.267872, 0.07110159, 0.08615683, 0.7519544, 0.7791701
14.64452, 3.045235, 5.128786, 0.4844876, 0.2609342, 2.678664, 0.07094462, 0.08609889, 0.7457883, 0.7725519
14.8684, 3.188856, 5.137205, 0.5040057, 0.2639666, 3.791602, 0.0709199, 0.08581824, 0.7398365, 0.7660551
15.06953, 3.375656, 5.142022, 0.5461041, 0.2970221, 1.24864, 0.07071138, 0.08510646, 0.7338235, 0.7595383
15.28073, 3.538853, 5.144686, 0.576196, 0.3176475, 2.452484, 0.07051723, 0.08441151, 0.7278803, 0.7532004
15.48731, 3.720973, 5.153414, 0.6093383, 0.3366794, 0.7629346, 0.07031235, 0.08401515, 0.7220034, 0.7471376
15.70088, 3.854853, 5.150509, 0.6193865, 0.3289623, 0.9181436, 0.07023474, 0.08353304, 0.7163386, 0.7411522
15.91894, 3.998956, 5.153764, 0.6309775, 0.3230444, 0.1774098, 0.07042714, 0.08303436, 0.7109013, 0.7352759
16.11766, 4.166985, 5.151482, 0.6600774, 0.3452474, 1.748986, 0.07061135, 0.08270635, 0.7055038, 0.7296074
16.31114, 4.357323, 5.158537, 0.6904054, 0.3593378, 0.4722965, 0.07075246, 0.0828864, 0.7001657, 0.724206
16.51969, 4.516181, 5.16255, 0.7019009, 0.3500985, 0.6411346, 0.07119243, 0.0830617, 0.6950327, 0.718856
16.69952, 4.691209, 5.156924, 0.7257935, 0.3580284, 0.4810119, 0.07144565, 0.08345631, 0.6899751, 0.7136717
16.85735, 4.90104, 5.14949, 0.7783303, 0.4149907, 5.056525, 0.07127904, 0.08481438, 0.6848829, 0.7090972
17.0206, 5.118968, 5.155437, 0.8155369, 0.4328146, 0.5696181, 0.07092964, 0.08751317, 0.6799406, 0.7050243
17.19117, 5.302574, 5.149757, 0.8407069, 0.442962, 1.956122, 0.07053367, 0.09038861, 0.67514, 0.7011288
17.3546, 5.488199, 5.143225, 0.8622202, 0.4431866, 0.3484163, 0.07008707, 0.09338004, 0.6704587, 0.6973075
17.51035, 5.678827, 5.134501, 0.8913228, 0.4599645, 3.800293, 0.06960572, 0.09652896, 0.6659699, 0.6937084
17.71085, 5.813177, 5.121576, 0.8827798, 0.4268479, 2.523032, 0.06930976, 0.09810607, 0.6613988, 0.6895559
17.84903, 6.030673, 5.118481, 0.925259, 0.4629486, 1.738274, 0.06887656, 0.100409, 0.6570439, 0.6858526
18.02761, 6.21148, 5.11774, 0.9331524, 0.4461454, 0.6755952, 0.06857501, 0.1023448, 0.6526832, 0.6819876
18.17071, 6.428284, 5.119487, 0.962232, 0.4561975, 0.5374781, 0.06821194, 0.1048064, 0.6484548, 0.6783349
18.29559, 6.652561, 5.118359, 0.9943599, 0.4666508, 0.3534276, 0.06777196, 0.1079283, 0.6444126, 0.674925
18.42178, 6.87714, 5.118189, 1.027105, 0.4821945, 0.3074595, 0.06734763, 0.1116258, 0.6406047, 0.671763
18.5779, 7.033431, 5.093547, 1.027937, 0.4603902, 4.112724, 0.06692332, 0.1138209, 0.6366455, 0.6682021
18.72056, 7.24616, 5.0955, 1.041024, 0.4440766, 0.3119922, 0.06652254, 0.1160883, 0.6326936, 0.6646022
18.9235, 7.390914, 5.080549, 1.021069, 0.4002515, 5.532875, 0.06682315, 0.1169001, 0.6289067, 0.6606425
19.00314, 7.625857, 5.070501, 1.073656, 0.4529379, 5.278331, 0.06658212, 0.1181243, 0.6250639, 0.6569708
19.10006, 7.861778, 5.070044, 1.106076, 0.4636916, 0.4187747, 0.06621732, 0.1197515, 0.6213246, 0.6534579
19.21327, 8.083996, 5.067632, 1.127053, 0.4611472, 0.5017047, 0.06585593, 0.1214331, 0.6176431, 0.6499866
19.29846, 8.296535, 5.050619, 1.154371, 0.4680996, 2.77046, 0.06546906, 0.1229125, 0.61406, 0.6465554
19.3901, 8.523198, 5.045356, 1.175894, 0.4616528, 2.829852, 0.06511052, 0.124441, 0.6105303, 0.6431565
19.49103, 8.693524, 5.008689, 1.186365, 0.4531077, 8.593413, 0.0647507, 0.1249764, 0.6070174, 0.6396383
19.57066, 8.925017, 5.004159, 1.217406, 0.4688892, 1.211617, 0.06444132, 0.1255798, 0.6035926, 0.6362092
19.73977, 9.094092, 4.985976, 1.200251, 0.4277886, 6.543911, 0.06435571, 0.1254263, 0.6003433, 0.6326673
19.80015, 9.336357, 4.983927, 1.240843, 0.4596831, 1.128044, 0.06410721, 0.1254042, 0.5970233, 0.6292313
19.93945, 9.537149, 4.976639, 1.23661, 0.4314344, 3.096477, 0.06460373, 0.1250898, 0.5940518, 0.6257888
19.97124, 9.783698, 4.971325, 1.289442, 0.4829026, 3.367866, 0.06457585, 0.1248957, 0.5908385, 0.6224589
20.06785, 9.99873, 4.962556, 1.299382, 0.4688086, 0.9344625, 0.06498018, 0.1245419, 0.587786, 0.6191491
20.1195, 10.24954, 4.967417, 1.325137, 0.465944, 6.10237, 0.06528543, 0.1243118, 0.5847785, 0.6159085
20.17618, 10.48843, 4.965605, 1.34849, 0.4662337, 0.02444779, 0.06565954, 0.1240993, 0.5818374, 0.6127229
20.18323, 10.73794, 4.961404, 1.399005, 0.5092797, 3.37097, 0.06556732, 0.1239911, 0.5787991, 0.6096302
20.25017, 10.97845, 4.963434, 1.413743, 0.4976813, 0.8388465, 0.06578159, 0.1238962, 0.5758341, 0.6065805
20.27433, 11.23248, 4.967337, 1.441374, 0.4968915, 4.354482, 0.065882, 0.1239423, 0.5729052, 0.6035966
20.31235, 11.46097, 4.956647, 1.461668, 0.493575, 0.6562349, 0.06611881, 0.1238656, 0.5700443, 0.6006404
20.25194, 11.71762, 4.952954, 1.538717, 0.5774567, 11.23951, 0.06578954, 0.123945, 0.5674985, 0.5977597
20.32786, 11.94633, 4.948337, 1.539974, 0.5493728, 4.55607, 0.06580222, 0.123895, 0.5647226, 0.5949046
20.34736, 12.18788, 4.945092, 1.547948, 0.5100455, 3.978807, 0.06594102, 0.1238452, 0.5619509, 0.5920854
20.34283, 12.44354, 4.950342, 1.576239, 0.5121512, 0.1628631, 0.06600982, 0.1239349, 0.5592167, 0.589324
20.28826, 12.68858, 4.946716, 1.63517, 0.5684293, 3.648365, 0.06573044, 0.1240603, 0.5567337, 0.5865866
20.31504, 12.92217, 4.94013, 1.646492, 0.5518729, 1.920442, 0.06568751, 0.1241069, 0.5541372, 0.5838852
20.29588, 13.16233, 4.936633, 1.675669, 0.5578629, 2.389553, 0.06563253, 0.1241484, 0.5516017, 0.5812144
